EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 22-04-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 PP   : daily Sea level pressure in 0.1 hPa
23-27 Q_PP : quality code for PP (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station NETHERLANDS, MAASTRICHT (STAID: 168).
Blended and updated with sources: 100547 906380 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   PP, Q_PP
100547,19070721,10189,    0
100547,19070722,10156,    0
100547,19070723,10125,    0
100547,19070724,10144,    0
100547,19070725,10117,    0
100547,19070726,10140,    0
100547,19070727,10170,    0
100547,19070728,10190,    0
100547,19070729,10144,    0
100547,19070730,10082,    0
100547,19070731,10134,    0
100547,19070801,10169,    0
100547,19070802,10209,    0
100547,19070803,10181,    0
100547,19070804,10147,    0
100547,19070805,10106,    0
100547,19070806,10119,    0
100547,19070807,10186,    0
100547,19070808,10211,    0
100547,19070809,10163,    0
100547,19070810,10114,    0
100547,19070811,10195,    0
100547,19070812,10218,    0
100547,19070813,10219,    0
100547,19070814,10167,    0
100547,19070815,10073,    0
100547,19070816,10128,    0
100547,19070817,10139,    0
100547,19070818,10142,    0
100547,19070819,10138,    0
100547,19070820,10183,    0
100547,19070821,10248,    0
100547,19070822,10257,    0
100547,19070823,10174,    0
100547,19070824,10200,    0
100547,19070825,10204,    0
100547,19070826,10202,    0
100547,19070827,10197,    0
100547,19070828,10189,    0
100547,19070829,10157,    0
100547,19070830,10197,    0
100547,19070831,10163,    0
100547,19070901,10173,    0
100547,19070902,10106,    0
100547,19070903,10061,    0
100547,19070904,10150,    0
100547,19070905,10184,    0
100547,19070906,10218,    0
100547,19070907,10267,    0
100547,19070908,10293,    0
100547,19070909,10303,    0
100547,19070910,10267,    0
100547,19070911,10234,    0
100547,19070912,10216,    0
100547,19070913,10195,    0
100547,19070914,10196,    0
100547,19070915,10263,    0
100547,19070916,10298,    0
100547,19070917,10272,    0
100547,19070918,10309,    0
100547,19070919,10308,    0
100547,19070920,10292,    0
100547,19070921,10269,    0
100547,19070922,10290,    0
100547,19070923,10255,    0
100547,19070924,10186,    0
100547,19070925,10139,    0
100547,19070926,10102,    0
100547,19070927,10100,    0
100547,19070928,10103,    0
100547,19070929,10104,    0
100547,19070930,10098,    0
100547,19071001,10058,    0
100547,19071002,10063,    0
100547,19071003,10014,    0
100547,19071004,10096,    0
100547,19071005,10184,    0
100547,19071006,10136,    0
100547,19071007,10018,    0
100547,19071008,10037,    0
100547,19071009,10075,    0
100547,19071010,10151,    0
100547,19071011,10193,    0
100547,19071012,10217,    0
100547,19071013,10116,    0
100547,19071014,10023,    0
100547,19071015, 9995,    0
100547,19071016, 9975,    0
100547,19071017, 9970,    0
100547,19071018,10043,    0
100547,19071019,10125,    0
100547,19071020,10154,    0
100547,19071021,10173,    0
100547,19071022,10176,    0
100547,19071023,10160,    0
100547,19071024,10150,    0
100547,19071025,10157,    0
100547,19071026,10102,    0
100547,19071027,10096,    0
100547,19071028,10070,    0
100547,19071029, 9982,    0
100547,19071030, 9973,    0
100547,19071031,10114,    0
100547,19071101,10171,    0
100547,19071102,10125,    0
100547,19071103,10093,    0
100547,19071104,10137,    0
100547,19071105,10186,    0
100547,19071106,10206,    0
100547,19071107,10199,    0
100547,19071108,10160,    0
100547,19071109,10136,    0
100547,19071110,10163,    0
100547,19071111,10163,    0
100547,19071112,10099,    0
100547,19071113,10088,    0
100547,19071114,10207,    0
100547,19071115,10236,    0
100547,19071116,10244,    0
100547,19071117,10253,    0
100547,19071118,10270,    0
100547,19071119,10271,    0
100547,19071120,10260,    0
100547,19071121,10282,    0
100547,19071122,10251,    0
100547,19071123,10138,    0
100547,19071124,10108,    0
100547,19071125,10042,    0
100547,19071126, 9984,    0
100547,19071127,10051,    0
100547,19071128,10137,    0
100547,19071129,10226,    0
100547,19071130,10301,    0
100547,19071201,10233,    0
100547,19071202,10146,    0
100547,19071203,10030,    0
100547,19071204,10041,    0
100547,19071205, 9946,    0
100547,19071206,10063,    0
100547,19071207,10109,    0
100547,19071208, 9947,    0
100547,19071209,10019,    0
100547,19071210,10032,    0
100547,19071211,10073,    0
100547,19071212,10024,    0
100547,19071213, 9965,    0
100547,19071214, 9788,    0
100547,19071215,10089,    0
100547,19071216,10297,    0
100547,19071217,10323,    0
100547,19071218,10256,    0
100547,19071219,10196,    0
100547,19071220,10183,    0
100547,19071221,10143,    0
100547,19071222,10209,    0
100547,19071223,10239,    0
100547,19071224,10291,    0
100547,19071225,10250,    0
100547,19071226,10170,    0
100547,19071227,10088,    0
100547,19071228,10048,    0
100547,19071229,10124,    0
100547,19071230,10172,    0
100547,19071231,10141,    0
100547,19080101,10198,    0
100547,19080102,10283,    0
100547,19080103,10265,    0
100547,19080104,10264,    0
100547,19080105,10297,    0
100547,19080106,10236,    0
100547,19080107,10063,    0
100547,19080108, 9849,    0
100547,19080109, 9983,    0
100547,19080110,10241,    0
100547,19080111,10340,    0
100547,19080112,10316,    0
100547,19080113,10288,    0
100547,19080114,10298,    0
100547,19080115,10280,    0
100547,19080116,10228,    0
100547,19080117,10233,    0
100547,19080118,10282,    0
100547,19080119,10272,    0
100547,19080120,10318,    0
100547,19080121,10373,    0
100547,19080122,10348,    0
100547,19080123,10347,    0
100547,19080124,10327,    0
100547,19080125,10311,    0
100547,19080126,10261,    0
100547,19080127,10130,    0
100547,19080128,10031,    0
100547,19080129,10059,    0
100547,19080130,10187,    0
100547,19080131,10099,    0
100547,19080201,10076,    0
100547,19080202,10216,    0
100547,19080203,10223,    0
100547,19080204,10217,    0
100547,19080205,10361,    0
100547,19080206,10395,    0
100547,19080207,10383,    0
100547,19080208,10300,    0
100547,19080209,10295,    0
100547,19080210,10343,    0
100547,19080211,10367,    0
100547,19080212,10339,    0
100547,19080213,10272,    0
100547,19080214,10267,    0
100547,19080215,10233,    0
100547,19080216,10201,    0
100547,19080217,10113,    0
100547,19080218,10015,    0
100547,19080219,10096,    0
100547,19080220,10139,    0
100547,19080221,10143,    0
100547,19080222,10102,    0
100547,19080223,10067,    0
100547,19080224,10013,    0
100547,19080225,10055,    0
100547,19080226,10145,    0
100547,19080227,10073,    0
100547,19080228, 9950,    0
100547,19080229, 9900,    0
100547,19080301, 9956,    0
100547,19080302,10048,    0
100547,19080303,10095,    0
100547,19080304,10105,    0
100547,19080305,10164,    0
100547,19080306,10056,    0
100547,19080307,10090,    0
100547,19080308,10124,    0
100547,19080309,10023,    0
100547,19080310, 9962,    0
100547,19080311,10021,    0
100547,19080312,10149,    0
100547,19080313,10182,    0
100547,19080314,10224,    0
100547,19080315,10231,    0
100547,19080316,10192,    0
100547,19080317,10144,    0
100547,19080318,10114,    0
100547,19080319,10113,    0
100547,19080320,10110,    0
100547,19080321,10163,    0
100547,19080322,10110,    0
100547,19080323,10128,    0
100547,19080324,10211,    0
100547,19080325,10195,    0
100547,19080326,10193,    0
100547,19080327,10224,    0
100547,19080328,10206,    0
100547,19080329,10220,    0
100547,19080330,10168,    0
100547,19080331,10084,    0
100547,19080401,10130,    0
100547,19080402,10184,    0
100547,19080403,10136,    0
100547,19080404,10116,    0
100547,19080405,10110,    0
100547,19080406,10170,    0
100547,19080407,10190,    0
100547,19080408,10180,    0
100547,19080409,10153,    0
100547,19080410,10129,    0
100547,19080411,10112,    0
100547,19080412,10141,    0
100547,19080413,10180,    0
100547,19080414,10178,    0
100547,19080415,10188,    0
100547,19080416,10205,    0
100547,19080417,10174,    0
100547,19080418,10066,    0
100547,19080419,10009,    0
100547,19080420,10039,    0
100547,19080421,10096,    0
100547,19080422,10097,    0
100547,19080423,10048,    0
100547,19080424, 9979,    0
100547,19080425,10041,    0
100547,19080426,10091,    0
100547,19080427,10115,    0
100547,19080428,10096,    0
100547,19080429,10169,    0
100547,19080430,10263,    0
100547,19080501,10220,    0
100547,19080502,10199,    0
100547,19080503,10163,    0
100547,19080504,10080,    0
100547,19080505,10049,    0
100547,19080506,10027,    0
100547,19080507,10136,    0
100547,19080508,10155,    0
100547,19080509,10124,    0
100547,19080510,10158,    0
100547,19080511,10154,    0
100547,19080512,10094,    0
100547,19080513,10101,    0
100547,19080514,10104,    0
100547,19080515,10134,    0
100547,19080516,10235,    0
100547,19080517,10320,    0
100547,19080518,10316,    0
100547,19080519,10263,    0
100547,19080520,10239,    0
100547,19080521,10137,    0
100547,19080522,10139,    0
100547,19080523,10176,    0
100547,19080524,10162,    0
100547,19080525,10156,    0
100547,19080526,10226,    0
100547,19080527,10305,    0
100547,19080528,10285,    0
100547,19080529,10210,    0
100547,19080530,10166,    0
100547,19080531,10171,    0
100547,19080601,10152,    0
100547,19080602,10167,    0
100547,19080603,10180,    0
100547,19080604,10164,    0
100547,19080605,10125,    0
100547,19080606,10108,    0
100547,19080607,10192,    0
100547,19080608,10214,    0
100547,19080609,10236,    0
100547,19080610,10250,    0
100547,19080611,10243,    0
100547,19080612,10173,    0
100547,19080613,10148,    0
100547,19080614,10124,    0
100547,19080615,10163,    0
100547,19080616,10081,    0
100547,19080617,10087,    0
100547,19080618,10151,    0
100547,19080619,10083,    0
100547,19080620,10103,    0
100547,19080621,10173,    0
100547,19080622,10182,    0
100547,19080623,10192,    0
100547,19080624,10221,    0
100547,19080625,10236,    0
100547,19080626,10257,    0
100547,19080627,10264,    0
100547,19080628,10249,    0
100547,19080629,10226,    0
100547,19080630,10224,    0
100547,19080701,10239,    0
100547,19080702,10243,    0
100547,19080703,10208,    0
100547,19080704,10176,    0
100547,19080705,10175,    0
100547,19080706,10168,    0
100547,19080707,10149,    0
100547,19080708,10142,    0
100547,19080709,10132,    0
100547,19080710,10152,    0
100547,19080711,10107,    0
100547,19080712,10051,    0
100547,19080713,10067,    0
100547,19080714,10125,    0
100547,19080715,10167,    0
100547,19080716,10158,    0
100547,19080717,10037,    0
100547,19080718,10042,    0
100547,19080719,10113,    0
100547,19080720,10136,    0
100547,19080721,10214,    0
100547,19080722,10222,    0
100547,19080723,10202,    0
100547,19080724,10190,    0
100547,19080725,10173,    0
100547,19080726,10200,    0
100547,19080727,10214,    0
100547,19080728,10209,    0
100547,19080729,10253,    0
100547,19080730,10266,    0
100547,19080731,10239,    0
100547,19080801,10243,    0
