EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 26-04-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 FX   : daily Wind gust in 0.1 m/s
23-27 Q_FX : quality code for FX (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station GERMANY, MUENCHEN (STAID: 52).
Blended and updated with sources: 115787 910865 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   FX, Q_FX
115787,19560422,-9999,    9
115787,19560423,-9999,    9
115787,19560424,-9999,    9
115787,19560425,-9999,    9
115787,19560426,-9999,    9
115787,19560427,-9999,    9
115787,19560428,-9999,    9
115787,19560429,-9999,    9
115787,19560430,-9999,    9
115787,19560501,-9999,    9
115787,19560502,-9999,    9
115787,19560503,-9999,    9
115787,19560504,-9999,    9
115787,19560505,-9999,    9
115787,19560506,-9999,    9
115787,19560507,-9999,    9
115787,19560508,-9999,    9
115787,19560509,-9999,    9
115787,19560510,-9999,    9
115787,19560511,-9999,    9
115787,19560512,-9999,    9
115787,19560513,-9999,    9
115787,19560514,-9999,    9
115787,19560515,-9999,    9
115787,19560516,-9999,    9
115787,19560517,-9999,    9
115787,19560518,-9999,    9
115787,19560519,-9999,    9
115787,19560520,-9999,    9
115787,19560521,-9999,    9
115787,19560522,-9999,    9
115787,19560523,-9999,    9
115787,19560524,-9999,    9
115787,19560525,-9999,    9
115787,19560526,-9999,    9
115787,19560527,-9999,    9
115787,19560528,-9999,    9
115787,19560529,-9999,    9
115787,19560530,-9999,    9
115787,19560531,-9999,    9
115787,19560601,-9999,    9
115787,19560602,-9999,    9
115787,19560603,-9999,    9
115787,19560604,-9999,    9
115787,19560605,-9999,    9
115787,19560606,-9999,    9
115787,19560607,-9999,    9
115787,19560608,-9999,    9
115787,19560609,-9999,    9
115787,19560610,-9999,    9
115787,19560611,-9999,    9
115787,19560612,-9999,    9
115787,19560613,-9999,    9
115787,19560614,-9999,    9
115787,19560615,-9999,    9
115787,19560616,-9999,    9
115787,19560617,-9999,    9
115787,19560618,-9999,    9
115787,19560619,-9999,    9
115787,19560620,-9999,    9
115787,19560621,-9999,    9
115787,19560622,-9999,    9
115787,19560623,-9999,    9
115787,19560624,-9999,    9
115787,19560625,-9999,    9
115787,19560626,-9999,    9
115787,19560627,-9999,    9
115787,19560628,-9999,    9
115787,19560629,-9999,    9
115787,19560630,-9999,    9
115787,19560701,-9999,    9
115787,19560702,-9999,    9
115787,19560703,-9999,    9
115787,19560704,-9999,    9
115787,19560705,-9999,    9
115787,19560706,-9999,    9
115787,19560707,-9999,    9
115787,19560708,-9999,    9
115787,19560709,-9999,    9
115787,19560710,-9999,    9
115787,19560711,-9999,    9
115787,19560712,-9999,    9
115787,19560713,-9999,    9
115787,19560714,-9999,    9
115787,19560715,-9999,    9
115787,19560716,-9999,    9
115787,19560717,-9999,    9
115787,19560718,-9999,    9
115787,19560719,-9999,    9
115787,19560720,-9999,    9
115787,19560721,-9999,    9
115787,19560722,-9999,    9
115787,19560723,-9999,    9
115787,19560724,-9999,    9
115787,19560725,-9999,    9
115787,19560726,-9999,    9
115787,19560727,-9999,    9
115787,19560728,-9999,    9
115787,19560729,-9999,    9
115787,19560730,-9999,    9
115787,19560731,-9999,    9
115787,19560801,-9999,    9
115787,19560802,-9999,    9
115787,19560803,-9999,    9
115787,19560804,-9999,    9
115787,19560805,-9999,    9
115787,19560806,-9999,    9
115787,19560807,-9999,    9
115787,19560808,-9999,    9
115787,19560809,-9999,    9
115787,19560810,-9999,    9
115787,19560811,-9999,    9
115787,19560812,-9999,    9
115787,19560813,-9999,    9
115787,19560814,-9999,    9
115787,19560815,-9999,    9
115787,19560816,-9999,    9
115787,19560817,-9999,    9
115787,19560818,-9999,    9
115787,19560819,-9999,    9
115787,19560820,-9999,    9
115787,19560821,-9999,    9
115787,19560822,-9999,    9
115787,19560823,-9999,    9
115787,19560824,-9999,    9
115787,19560825,-9999,    9
115787,19560826,-9999,    9
115787,19560827,-9999,    9
115787,19560828,-9999,    9
115787,19560829,-9999,    9
115787,19560830,-9999,    9
115787,19560831,-9999,    9
115787,19560901,-9999,    9
115787,19560902,-9999,    9
115787,19560903,-9999,    9
115787,19560904,-9999,    9
115787,19560905,-9999,    9
115787,19560906,-9999,    9
115787,19560907,-9999,    9
115787,19560908,-9999,    9
